P0,584.5,72.5
P1,559.5,72.5
P2,534.5,72.5
P3,509.5,72.5
P4,484.5,72.5
P5,658.5,101.5
P6,633.5,101.5
P7,609.0,101.5
P8,584.5,101.5
P9,559.5,101.5
P10,534.5,101.5
P11,509.5,101.5
P12,484.5,101.5
P13,460.0,101.5
P14,435.5,101.5
P15,658.5,130.5
P16,633.5,130.5
P17,609.0,130.5
P18,584.5,130.5
P19,559.5,130.5
P20,534.5,130.5
P21,509.5,130.5
P22,484.5,130.5
P23,460.0,130.5
P24,435.5,130.5
P25,410.5,130.5
P26,658.5,159.5
P27,633.5,159.5
P28,609.0,159.5
P29,584.5,159.5
P30,559.5,159.5
P31,534.5,159.5
P32,509.5,159.5
P33,484.5,159.5
P34,460.0,159.5
P35,435.5,159.5
P36,410.5,159.5
P37,385.5,159.5
P38,360.5,159.5
P39,683.5,188.5
P40,658.5,188.5
P41,633.5,188.5
P42,609.0,188.5
P43,584.5,188.5
P44,559.5,188.5
P45,534.5,188.5
P46,509.5,188.5
P47,484.5,188.5
P48,460.0,188.5
P49,435.5,188.5
P50,410.5,188.5
P51,385.5,188.5
P52,360.5,188.5
P53,733.5,217.5
P54,708.5,217.5
P55,683.5,217.5
P56,658.5,217.5
P57,633.5,217.5
P58,609.0,217.5
P59,584.5,217.5
P60,559.5,217.5
P61,534.5,217.5
P62,509.5,217.5
P63,484.5,217.5
P64,460.0,217.5
P65,435.5,217.5
P66,410.5,217.5
P67,385.5,217.5
P68,360.5,217.5
P69,335.5,217.5
P70,733.5,246.5
P71,708.5,246.5
P72,683.5,246.5
P73,658.5,246.5
P74,633.5,246.5
P75,609.0,246.5
P76,584.5,246.5
P77,559.5,246.5
P78,534.5,246.5
P79,509.5,246.5
P80,484.5,246.5
P81,460.0,246.5
P82,435.5,246.5
P83,410.5,246.5
P84,385.5,246.5
P85,360.5,246.5
P86,335.5,246.5
P87,311.0,246.5
P88,758.0,275.5
P89,733.5,275.5
P90,708.5,275.5
P91,683.5,275.5
P92,658.5,275.5
P93,633.5,275.5
P94,609.0,275.5
P95,584.5,275.5
P96,559.5,275.5
P97,534.5,275.5
P98,509.5,275.5
P99,484.5,275.5
P100,460.0,275.5
P101,435.5,275.5
P102,410.5,275.5
P103,385.5,275.5
P104,360.5,275.5
P105,335.5,275.5
P106,311.0,275.5
P107,758.0,304.5
P108,733.5,304.5
P109,708.5,304.5
P110,683.5,304.5
P111,658.5,304.5
P112,633.5,304.5
P113,609.0,304.5
P114,584.5,304.5
P115,559.5,304.5
P116,534.5,304.5
P117,509.5,304.5
P118,484.5,304.5
P119,460.0,304.5
P120,435.5,304.5
P121,410.5,304.5
P122,385.5,304.5
P123,311.0,304.5
P124,286.5,304.5
P125,857.5,333.5
P126,807.5,333.5
P127,782.5,333.5
P128,758.0,333.5
P129,733.5,333.5
P130,708.5,333.5
P131,683.5,333.5
P132,658.5,333.5
P133,633.5,333.5
P134,609.0,333.5
P135,584.5,333.5
P136,559.5,333.5
P137,534.5,333.5
P138,509.5,333.5
P139,484.5,333.5
P140,460.0,333.5
P141,435.5,333.5
P142,410.5,333.5
P143,385.5,333.5
P144,360.5,333.5
P145,335.5,333.5
P146,311.0,333.5
P147,286.5,333.5
P148,907.5,362.5
P149,882.5,362.5
P150,857.5,362.5
P151,832.5,362.5
P152,807.5,362.5
P153,782.5,362.5
P154,758.0,362.5
P155,733.5,362.5
P156,708.5,362.5
P157,683.5,362.5
P158,658.5,362.5
P159,633.5,362.5
P160,609.0,362.5
P161,584.5,362.5
P162,559.5,362.5
P163,534.5,362.5
P164,509.5,362.5
P165,484.5,362.5
P166,460.0,362.5
P167,435.5,362.5
P168,410.5,362.5
P169,385.5,362.5
P170,360.5,362.5
P171,335.5,362.5
P172,311.0,362.5
P173,286.5,362.5
P174,261.5,362.5
P175,932.0,391.5
P176,907.5,391.5
P177,882.5,391.5
P178,857.5,391.5
P179,832.5,391.5
P180,807.5,391.5
P181,782.5,391.5
P182,758.0,391.5
P183,733.5,391.5
P184,708.5,391.5
P185,683.5,391.5
P186,658.5,391.5
P187,633.5,391.5
P188,609.0,391.5
P189,584.5,391.5
P190,559.5,391.5
P191,534.5,391.5
P192,509.5,391.5
P193,484.5,391.5
P194,460.0,391.5
P195,435.5,391.5
P196,410.5,391.5
P197,385.5,391.5
P198,360.5,391.5
P199,335.5,391.5
P200,311.0,391.5
P201,286.5,391.5
P202,261.5,391.5
P203,932.0,420.5
P204,907.5,420.5
P205,882.5,420.5
P206,857.5,420.5
P207,832.5,420.5
P208,807.5,420.5
P209,782.5,420.5
P210,758.0,420.5
P211,733.5,420.5
P212,708.5,420.5
P213,683.5,420.5
P214,658.5,420.5
P215,633.5,420.5
P216,609.0,420.5
P217,584.5,420.5
P218,559.5,420.5
P219,534.5,420.5
P220,509.5,420.5
P221,484.5,420.5
P222,460.0,420.5
P223,435.5,420.5
P224,410.5,420.5
P225,385.5,420.5
P226,360.5,420.5
P227,335.5,420.5
P228,311.0,420.5
P229,286.5,420.5
P230,261.5,420.5
P231,236.5,420.5
P232,932.0,449.5
P233,907.5,449.5
P234,882.5,449.5
P235,857.5,449.5
P236,832.5,449.5
P237,807.5,449.5
P238,782.5,449.5
P239,758.0,449.5
P240,733.5,449.5
P241,708.5,449.5
P242,683.5,449.5
P243,658.5,449.5
P244,633.5,449.5
P245,609.0,449.5
P246,584.5,449.5
P247,559.5,449.5
P248,534.5,449.5
P249,509.5,449.5
P250,484.5,449.5
P251,460.0,449.5
P252,435.5,449.5
P253,410.5,449.5
P254,385.5,449.5
P255,360.5,449.5
P256,335.5,449.5
P257,311.0,449.5
P258,286.5,449.5
P259,261.5,449.5
P260,236.5,449.5
P261,758.0,478.5
P262,733.5,478.5
P263,708.5,478.5
P264,683.5,478.5
P265,658.5,478.5
P266,633.5,478.5
P267,609.0,478.5
P268,559.5,478.5
P269,534.5,478.5
P270,435.5,478.5
P271,410.5,478.5
P272,385.5,478.5
P273,360.5,478.5
P274,335.5,478.5
P275,311.0,478.5
P276,286.5,478.5
P277,261.5,478.5
P278,236.5,478.5
P279,211.5,478.5
P280,708.5,507.5
P281,683.5,507.5
P282,435.5,507.5
P283,410.5,507.5
P284,385.5,507.5
P285,360.5,507.5
P286,335.5,507.5
P287,311.0,507.5
P288,286.5,507.5
P289,261.5,507.5
P290,236.5,507.5
P291,211.5,507.5
P292,435.5,536.5
P293,410.5,536.5
P294,385.5,536.5
P295,360.5,536.5
P296,335.5,536.5
P297,286.5,536.5
P298,236.5,536.5
P299,211.5,536.5
P300,186.5,536.5
P301,460.0,565.5
P302,435.5,565.5
P303,410.5,565.5
P304,385.5,565.5
P305,360.5,565.5
P306,484.5,594.5
P307,460.0,594.5
P308,435.5,594.5
P309,410.5,594.5
P310,385.5,594.5
P311,584.5,623.5
P312,534.5,623.5
P313,509.5,623.5
P314,484.5,623.5
P315,460.0,623.5
P316,435.5,623.5
P317,410.5,623.5
P318,385.5,623.5
P319,360.5,623.5
P320,286.5,623.5
P321,261.5,623.5
P322,236.5,623.5
P323,211.5,623.5
P324,584.5,652.5
P325,559.5,652.5
P326,534.5,652.5
P327,509.5,652.5
P328,484.5,652.5
P329,460.0,652.5
P330,435.5,652.5
P331,410.5,652.5
P332,385.5,652.5
P333,360.5,652.5
P334,335.5,652.5
P335,311.0,652.5
P336,286.5,652.5
P337,261.5,652.5
P338,236.5,652.5
P339,211.5,652.5
P340,186.5,652.5
P341,162.0,652.5
P342,137.5,652.5
P343,609.0,681.5
P344,584.5,681.5
P345,559.5,681.5
P346,534.5,681.5
P347,509.5,681.5
P348,484.5,681.5
P349,460.0,681.5
P350,435.5,681.5
P351,410.5,681.5
P352,385.5,681.5
P353,360.5,681.5
P354,335.5,681.5
P355,311.0,681.5
P356,286.5,681.5
P357,261.5,681.5
P358,236.5,681.5
P359,211.5,681.5
P360,186.5,681.5
P361,162.0,681.5
P362,137.5,681.5
P363,609.0,710.5
P364,584.5,710.5
P365,559.5,710.5
P366,534.5,710.5
P367,509.5,710.5
P368,484.5,710.5
P369,460.0,710.5
P370,435.5,710.5
P371,410.5,710.5
P372,385.5,710.5
P373,360.5,710.5
P374,335.5,710.5
P375,311.0,710.5
P376,286.5,710.5
P377,261.5,710.5
P378,236.5,710.5
P379,211.5,710.5
P380,186.5,710.5
P381,162.0,710.5
P382,137.5,710.5
P383,112.5,710.5
P384,584.5,739.5
P385,559.5,739.5
P386,534.5,739.5
P387,509.5,739.5
P388,484.5,739.5
P389,460.0,739.5
P390,435.5,739.5
P391,410.5,739.5
P392,385.5,739.5
P393,360.5,739.5
P394,335.5,739.5
P395,311.0,739.5
P396,286.5,739.5
P397,261.5,739.5
P398,236.5,739.5
P399,211.5,739.5
P400,186.5,739.5
P401,162.0,739.5
P402,137.5,739.5
P403,112.5,739.5
P404,534.5,768.5
P405,509.5,768.5
P406,484.5,768.5
P407,460.0,768.5
P408,435.5,768.5
P409,410.5,768.5
P410,385.5,768.5
P411,360.5,768.5
P412,335.5,768.5
P413,311.0,768.5
P414,286.5,768.5
P415,261.5,768.5
P416,236.5,768.5
P417,211.5,768.5
P418,186.5,768.5
P419,162.0,768.5
P420,137.5,768.5
P421,112.5,768.5
P422,87.5,768.5
P423,584.5,797.5
P424,559.5,797.5
P425,534.5,797.5
P426,509.5,797.5
P427,484.5,797.5
P428,460.0,797.5
P429,435.5,797.5
P430,410.5,797.5
P431,385.5,797.5
P432,360.5,797.5
P433,335.5,797.5
P434,311.0,797.5
P435,286.5,797.5
P436,261.5,797.5
P437,236.5,797.5
P438,211.5,797.5
P439,186.5,797.5
P440,162.0,797.5
P441,137.5,797.5
P442,112.5,797.5
P443,87.5,797.5
P444,633.5,826.5
P445,609.0,826.5
P446,584.5,826.5
P447,559.5,826.5
P448,534.5,826.5
P449,509.5,826.5
P450,484.5,826.5
P451,460.0,826.5
P452,435.5,826.5
P453,410.5,826.5
P454,385.5,826.5
P455,360.5,826.5
P456,335.5,826.5
P457,311.0,826.5
P458,286.5,826.5
P459,261.5,826.5
P460,236.5,826.5
P461,211.5,826.5
P462,186.5,826.5
P463,162.0,826.5
P464,137.5,826.5
P465,112.5,826.5
P466,87.5,826.5
P467,658.5,855.5
P468,633.5,855.5
P469,609.0,855.5
P470,584.5,855.5
P471,559.5,855.5
P472,534.5,855.5
P473,509.5,855.5
P474,484.5,855.5
P475,460.0,855.5
P476,435.5,855.5
P477,410.5,855.5
P478,385.5,855.5
P479,360.5,855.5
P480,335.5,855.5
P481,311.0,855.5
P482,286.5,855.5
P483,261.5,855.5
P484,236.5,855.5
P485,211.5,855.5
P486,186.5,855.5
P487,162.0,855.5
P488,137.5,855.5
P489,658.5,884.5
P490,633.5,884.5
P491,609.0,884.5
P492,584.5,884.5
P493,559.5,884.5
P494,534.5,884.5
P495,509.5,884.5
P496,484.5,884.5
P497,460.0,884.5
P498,435.5,884.5
P499,410.5,884.5
P500,385.5,884.5
P501,360.5,884.5
P502,335.5,884.5
P503,311.0,884.5
P504,286.5,884.5
P505,261.5,884.5
P506,236.5,884.5
P507,211.5,884.5
P508,186.5,884.5
P509,683.5,913.5
P510,658.5,913.5
P511,633.5,913.5
P512,609.0,913.5
P513,584.5,913.5
P514,559.5,913.5
P515,534.5,913.5
P516,509.5,913.5
P517,484.5,913.5
P518,460.0,913.5
P519,435.5,913.5
P520,410.5,913.5
P521,385.5,913.5
P522,360.5,913.5
P523,335.5,913.5
P524,311.0,913.5
P525,286.5,913.5
P526,261.5,913.5
P527,758.0,942.5
P528,733.5,942.5
P529,708.5,942.5
P530,683.5,942.5
P531,658.5,942.5
P532,633.5,942.5
P533,609.0,942.5
P534,584.5,942.5
P535,559.5,942.5
P536,534.5,942.5
P537,509.5,942.5
P538,484.5,942.5
P539,460.0,942.5
P540,435.5,942.5
P541,410.5,942.5
P542,385.5,942.5
P543,360.5,942.5
P544,335.5,942.5
P545,733.5,971.5
P546,708.5,971.5
P547,683.5,971.5
P548,658.5,971.5
P549,633.5,971.5
P550,609.0,971.5
P551,584.5,971.5
P552,559.5,971.5
P553,534.5,971.5
P554,509.5,971.5
P555,484.5,971.5
P556,460.0,971.5
P557,435.5,971.5
P558,410.5,971.5
P559,708.5,1000.0
P560,683.5,1000.0
P561,658.5,1000.0
P562,633.5,1000.0
P563,609.0,1000.0
P564,584.5,1000.0
P565,559.5,1000.0
P566,534.5,1000.0
P567,509.5,1000.0
P568,484.5,1000.0
P569,708.5,1028.5
P570,683.5,1028.5
P571,658.5,1028.5
P572,633.5,1028.5
P573,609.0,1028.5
P574,584.5,1028.5
P575,559.5,1028.5
P576,534.5,1028.5
P577,708.5,1057.5
P578,683.5,1057.5
P579,658.5,1057.5
P580,633.5,1057.5
P581,609.0,1057.5
